Name,P/E,DIV-YLD,CMP/BV,ROA,CURRENTRATIO,PROFITGROWTH,DEBT-EQ,ROE,QUICKRATIO,ASSET-TO,INVEN-TO,PAT,LEVERAGE,EARNINGSYEILDS,ROCE,INT-COVERAGE,EV,EBITDA,CMP-FCF,CMP-SALES,PEG,SALESGROWTH,PLEDGED,SALES,OPM,MAR-CAP,EPS,DEBT,PROM-HOLD,RETURN
SAB Industries,48.28,0,0.66,6.8,1.86,-85.92,0.19,10.58,0.23,0.08,0.24,5.8,1.35,3.47,10.3,2.01,368.58,29.94,-18.03,5.55,1.34,1149.2,0,54.34,-43.84,301.85,3.81,81.53,73.57,50.9
Shriram Properti,23.62,0,1.41,2.03,1.47,3.25,0.51,6.08,0.39,0.23,0.1,76.19,2.9,8.41,10.28,1.71,2339.85,11.67,16.65,2.11,0.83,28.56,0,883.49,3.95,1867.29,4.48,656.28,27.94,19.81
Samrat Forgings,57.4,0,5.16,2.14,1.05,-45.7,2.48,9.89,0.36,1.16,1.86,2.84,4.41,4.36,10.27,1.71,234.44,16.54,-63.69,0.96,2.33,-9.97,0,163.52,8.13,157.53,5.78,78.36,74.98,-38.48
Aveer Foods,112.21,0,10.79,3.53,1.67,-29.41,0.29,7.41,0.15,2.69,2.41,1.68,2.03,1.35,10.27,2.84,190.5,32.07,154.53,1.89,,3.82,0,98.31,6.03,185.7,4.17,5.11,72.48,2.05
Baazar Style,106.8,0,,2.24,1.05,301.59,3.06,11.14,0.15,0.96,1.8,22.77,4.73,2.6,10.27,1.62,3198.9,20.86,,2.63,,23.48,0,972.88,14.74,2556.27,3.14,657.49,45.56,
Tirupati Foam,23.21,0.91,1.57,2.43,1.24,10.05,1.31,7.01,0.53,1.21,3.2,2.08,2.8,8.48,10.26,1.58,88.14,9.39,5.46,0.46,-5.1,4.73,0,105.29,8.46,48.3,4.72,40.4,72.14,35.08
Sakthi Finance,27.47,1.17,2.03,1.15,4.32,20.97,5.38,7.39,4.32,0.15,,16.15,6.24,9.17,10.26,1.19,1505.83,10.37,-33.72,2.04,4.74,8.35,0,210.8,68.9,430.36,2.5,1175.48,67.02,70.59
Deep Industries,21.7,0.56,1.95,7.1,2.41,25.15,0.11,8.73,2.19,0.24,0.01,129.23,1.21,5.94,10.26,18.49,2943.84,14.16,-290.29,6.32,0.4,21.55,0,449.13,37.18,2839.62,20.27,159.68,63.49,75.63
Syncom Formul.,66.22,0,6.25,6,2.09,32.11,0.25,8.51,1.87,0.67,7.73,27.03,1.34,2.22,10.25,10.69,1844.34,41.25,-287.73,6.44,4.31,22.88,0,285.83,11.26,1840.52,0.29,71.65,50.57,130.91
Manaksia,6.46,0,1.09,6.16,1.72,-22.32,0.13,7.47,1.22,0.66,7.51,92.9,1.92,24.12,10.25,11.47,588.2,3.91,5.68,1.05,-2.23,-47.74,0,570.95,14.06,598.48,10.78,74.23,74.93,-33.36
IFCI,88.81,0,2.6,1.34,1.26,238.14,1.18,2.48,1.25,0.11,0.3,157.92,3.95,10.3,10.24,2.63,14567.21,9.34,-61.49,6.93,5.43,37.52,0,2054.52,69.08,14246.61,0.71,5366.98,71.72,152.16
Vivanza Biosci.,156.44,0,2.86,2.62,1.28,-91.89,1.27,12.6,1.1,1.33,11.58,0.09,4.52,2.98,10.23,1.62,20.71,33.95,12.48,0.89,6.12,-46.95,0,16.42,3.78,14.64,0.02,6.24,39.86,-67.26
Manaksia Steels,21.06,0,1.39,5.42,1.09,-10.26,0.62,8.62,0.42,1.45,4.38,19.86,1.56,6.39,10.22,4,590.91,13.68,-15.97,0.69,0.83,-18.04,0,628.02,4.32,434.44,3.03,185.76,74.75,49.04
Chemfab Alka.,88.79,0.11,4.02,5.54,1.04,-67.94,0.05,6.75,0.86,0.72,12.51,17.71,1.18,1.91,10.21,16.28,1567.26,28.92,312.56,4.84,,3.98,0,324.75,14.39,1571.73,12.45,20.11,72.63,193.72
Gujarat Poly,44.88,0,9.45,10.64,0.82,-65.67,1.1,26.34,0.57,0.83,3.65,1.95,2.19,1.99,10.2,47.5,92.95,44.26,30.01,5.01,-2.48,0.77,0,16.93,8.03,84.82,2.28,10.23,52.09,12.65
Riba Textiles,8.79,0,0.79,4.62,1.33,7.97,0.76,9.28,0.92,1.44,6.58,7.99,1.92,11.6,10.2,3.26,134.73,6.63,15.08,0.28,-13.03,9.11,0,256.12,7.82,71.82,8.28,67.68,61.85,12.24
Milton Industri.,21.52,0,1.48,4.33,2.72,11.15,0.33,7.14,1.6,1.21,2.6,3.19,1.59,7.56,10.2,3.28,81.63,11.24,101,0.77,2.1,46.12,0,89.06,7.88,68.66,1.88,15.22,72.96,41.01
Kaiser Corporat.,126.45,0,5.23,1.48,1.24,-84.46,1.7,4.5,0.78,0.68,1.42,0.3,5.22,4.47,10.19,1.4,49.55,20.91,-85.66,1.52,-14.83,27.29,0,25,7.24,37.99,0.06,12.29,59.52,-57.46
Texmo Pipes,41.45,0,1.04,2.18,2,109.38,0.29,3.72,1.19,1.62,5.85,4.94,1.66,8.63,10.18,3.05,250.78,7.59,-11.77,0.46,1.81,-34,0,448.96,7.09,205.86,0.82,56.24,44.24,-7.18
Pashupati Cotsp.,95.34,0.14,6.68,2.69,0.92,101.95,1.27,7.22,0.62,2.13,15.54,8.3,2.6,3,10.18,1.66,939.93,23.78,34.74,1.2,-12.45,48.71,0,658.37,4.6,791.33,5.43,150.59,73.03,304.49
Amber Enterp.,102.8,0,9.11,2.19,0.97,17.51,0.96,6.74,0.66,1.05,5.76,185.81,3.11,2.19,10.18,2.43,23189.04,35.06,966.79,2.65,15.73,17.28,0,8186.21,7.33,21682.99,55.14,2032.45,39.79,103.75
Tamboli Industri,21.66,0.68,1.33,6.29,4.54,-30.49,0.03,7.22,3.56,0.61,1.45,6.77,1.11,7.44,10.17,31.94,130.67,9.03,12.31,2.06,10.44,-11.25,0,69.83,19.48,144.14,6.82,2.92,52.83,-12.52
Advance Petroch.,46.45,0,6.95,1.15,1.05,1020,2.4,6.06,0.65,1.83,4.71,0.56,5.13,4.45,10.16,1.76,34.35,15.61,65.57,0.69,3.12,6.51,0,37.78,5.66,26.01,6.22,8.98,46.75,125.52
Exide Inds.,44.81,0.43,3.04,5.18,1.35,3.89,0.09,7.05,0.48,1.02,3.28,874.43,1.28,3.41,10.15,11.2,40686.64,21.01,-103.29,2.35,24.66,10.84,0,16959.96,10.92,39894.28,10.29,1122.87,45.99,83.2
Vadivarhe Speci.,767,0,9.45,0.18,1.14,-89.87,4.03,1.24,0.6,0.91,2.7,0.08,6.78,3.85,10.15,1.83,88.3,17.35,196,1.56,-100.51,-8.24,0,40.08,11.48,62.64,0.05,26.18,74.64,5.73
Uravi T & Wedge,261.98,0,20.13,4.03,1.48,106.32,0.96,8.83,0.77,0.78,1.25,1.96,2.1,0.91,10.15,2.13,538.44,73.96,327.11,11.63,-47.58,31.05,39.84,44.32,14.82,515.65,1.78,24.57,72.73,55.69
Asi Industries,15.75,0.74,1.31,6.42,4.92,26.64,0.02,7.47,4.74,0.4,4.87,26.91,1.14,9.8,10.14,20.56,392.05,8.9,4.1,2.79,3.41,6.09,0,148.96,13.58,415.24,2.99,5.3,72.9,137.58
NDA Securities,31.68,0,2.28,3.23,1.21,6.85,0.12,6.35,1.21,0.34,,0.78,1.77,7.02,10.14,6.84,17.79,12.53,-40.55,3.39,0.7,33.84,0,7.08,20.06,23.99,1.31,1.33,48.57,36.9
KCK Industries,222.6,0,12.74,2.83,1.76,22.14,1.14,10.17,0.23,1.33,1.72,1.6,2.79,1.27,10.14,1.81,361.44,65.6,-38.54,4.52,4.22,-19.39,0,74.89,7.1,338.43,1.74,23.05,40.93,909.01
G S Auto Intl.,55.41,0,2.44,0.7,0.92,138.1,1.56,3.21,0.33,1.51,2.91,0.96,4.54,6.81,10.13,1.26,86.31,8.87,12.49,0.35,0.87,12.31,0,151.52,6.2,53.32,0.66,34.02,41.71,84.54
JM Financial,19.81,1.45,1.56,0.22,3.95,17.35,1.91,0.78,3.89,0.16,0.05,667.07,3.46,11.59,10.13,1.78,24310.68,8.57,-17.48,2.84,-0.58,28.98,0,4771.12,57.94,13526.48,4.34,16227.73,56.43,71.13
Rupa & Co,26.34,1.15,2.17,5.12,2.62,73.1,0.25,7.76,1.69,0.86,1.4,78.76,1.48,6.09,10.13,6.27,2099.31,14.78,41.24,1.69,-60.18,9.57,0,1231.37,10.05,2085.54,9.56,234.74,73.28,8.85
Centum Electron,,0.34,11.22,-0.71,1.08,-163.12,1.11,-3.65,0.63,1.02,1.85,-6.76,5.25,1.63,10.11,1.17,2452.79,28.26,21.86,2.11,,13.22,0,1089.17,7.32,2298.1,-6.24,226.27,58.75,26.9
Advik Capital,82.38,0,1.34,3.67,1.88,-79.58,1.01,7.43,0.36,4.89,93.11,1.86,1.54,4.6,10.11,1.55,256.99,19.74,-2.99,0.17,0.63,49.08,0,859.62,1.19,143.17,0.03,115.09,21.8,13.49
Silgo Retail,25.38,0,1.54,5.46,6.94,24.71,0.13,7.43,1.89,0.61,0.7,3.28,1.07,6.41,10.11,6.44,81.33,15.43,79.72,2.29,1.23,-3.89,0,36.32,14.34,83.16,1.7,6.79,69.93,108.77
Krsnaa Diagnost.,41.89,0.31,3.15,5.63,1.53,-0.65,0.2,7.52,1.4,0.57,0.33,61.5,1.28,3.6,10.11,4.87,2692.92,15.63,-33.87,4.17,1.16,28.12,0,620.89,24.54,2586.16,19.15,159.79,27.17,14.5
Cranex,58.48,0,8.38,2.82,1.17,139.39,2.46,14.81,0.86,1.15,3.19,1.58,4.9,3.32,10.1,2.33,117.13,27.63,-62.98,1.47,3.19,47.74,0,62.08,5.57,91.53,2.63,27.07,42.92,302.19
Mini Diamonds(I),17.72,0,7.85,1.44,1.04,836.59,1.68,28.7,0.92,1.64,11.41,3.84,17.25,4.79,10.1,96.75,82.17,19.47,-29.3,0.22,0.58,97.35,0,310.39,1.32,69.42,10.76,14.57,33.86,950.69
Sammaan Capital,7.79,1.5,0.5,1.65,2.58,9.7,2.45,6.56,2.58,0.12,,1247.55,3.74,12.92,10.08,1.32,54322.23,7.72,6.95,1.17,-0.38,2.77,0,8781.14,78.26,10252.96,19.15,48493.42,0,-5.16
Vidli Restaurant,83.79,0.4,4.58,4.18,1.2,-35.8,1.64,9.55,1.08,0.71,4.27,1.13,2.12,2.57,10.07,2.54,121,21.19,-14.64,3.05,,17.3,0,30.92,15.94,94.42,1.03,31.78,62.63,3.73
Sportking India,16.05,0.47,1.63,3.98,1.85,-6.8,1.15,8.55,0.82,1.34,3.66,84,2.14,7.78,10.06,2.8,2299.73,8.63,-24.4,0.55,0.67,15.65,0,2472.27,9.27,1348.46,6.61,952.73,74.36,36.25
Nelcast,26.26,0.34,1.97,3.68,1.3,33.79,0.63,8.05,0.9,1.17,3.98,39,2.08,6.46,10.06,2.55,1267.78,11.96,-25601.93,0.8,38.04,1.01,0,1274.27,7.31,1023.83,6.34,328.92,74.87,-23.91
Manomay Tex Indi,23.51,0,2.8,2.66,1.41,25.7,2.32,10.59,0.75,1.19,2.81,15.7,3.79,6.37,10.06,2.1,641.64,10.5,-5.94,0.61,1,-9.68,0,598.08,10.07,362.48,8.7,299.88,57.19,70.91
Chalet Hotels,74.65,0,9.49,5.17,0.48,20.26,1.62,16.36,0.18,0.26,0.35,250.14,2.9,2.29,10.06,2.69,21122.72,33.05,92.84,12.44,0.54,23.71,31.93,1467.49,41.91,18249.8,12.01,3005.19,67.52,51.82
REC Ltd,9.15,3.15,1.83,2.79,1.35,25.31,6.41,22.2,1.35,0.09,,14637.6,7.31,8.33,10.05,1.6,593846.29,11.99,-4.16,2.69,0.46,20.47,0,49495.85,99.92,133149.04,55.59,467522.81,52.63,82.55
Artefact Project,10.31,0,0.94,5.51,1.98,26.23,0.17,9.08,1.98,0.25,2,5.39,1.6,11.84,10.03,3.97,61.65,8.03,-199.13,2.41,0.33,30.28,0,23.06,13.49,55.57,7.41,10.08,39.09,26.78
Royale Manor,19.67,0,1.44,6.14,2.06,18.94,0.15,7.66,1.83,0.34,1,4.27,1.18,7.29,10.02,8.99,84.63,11.33,30.16,3.4,3.78,6.73,0,23.96,24.04,81.37,2.21,3.8,53.49,38.48
UFO Moviez,39.56,0,1.46,3.31,1.64,230.1,0.27,6.28,1.56,0.77,5.78,10.59,1.84,7.17,10.02,2.36,399.28,5.73,-119.11,1.01,-1.8,6.8,26.15,417.39,13.42,422.97,2.53,76.44,22.45,-6.32
Sotac Pharma.,33.29,0,3.52,4.06,1.39,38.15,0.55,11.22,0.98,1.16,5.16,4.78,1.98,3.56,10.02,2.65,172.6,17.85,,1.45,,1.62,0,104.11,8.08,151.16,4.2,24.86,72.85,23.08
Spectrum Talent,26.94,0,2.13,7.83,3.58,-58.2,0.01,11.45,3.54,6.86,120.95,11.59,1.01,4.31,10.02,29.66,235.87,19.92,-78.7,0.3,,32.31,0,1016.2,0.92,307.37,5.02,0.87,73.68,4.32
Lahoti Overseas,8.73,0.49,0.63,5.69,6.13,-9.89,0.05,6.59,5.65,2.3,33.7,13.58,1.12,16.88,10.01,11.27,113.7,5.16,5.47,0.24,-1.96,35.42,0,485.66,3.04,117.38,4.66,10.33,59.81,0.79
Premco Global,15.17,2.17,1.35,5.92,6.96,9.79,0.06,6.96,4.69,0.75,1.88,10.02,1.15,11.81,10.01,6.42,123.86,6.22,15.26,1.51,0.66,9.94,0,100.46,14.74,151.36,30.74,6.27,66.98,15.54
Best Eastern Hot,240.07,0,12.42,2.41,0.21,-79.31,1.03,6.21,0.12,1.07,3.94,0.12,2.51,1.54,10,1.92,31.12,27.3,247.27,4.7,-18.52,3.55,0,6.12,17.48,28.76,0.07,2.4,75,-26.1
Riddhi Steel,26.88,0,2.25,2.53,1.76,41.18,2.31,8.75,0.9,1.73,4.1,4.8,3.32,7.26,10,1.57,242.72,11.33,27.98,0.37,-39.29,8.25,0,327.54,5.74,122.61,5.79,132.17,72.85,418.83
Universal Cables,24.53,0.47,1.24,3.52,1.45,-22.23,0.43,6.59,1.16,0.66,5.31,89.77,1.73,7.29,10,2.26,2932.35,12.16,115.99,1.07,-5.3,-6.35,0,2029.96,7.72,2166.34,25.87,771.03,61.89,30.27
